station,valid,tmpf,dwpf,sknt,drct,alti,p01i,skyc1
LAX,2026-05-12 01:53,62.00,57.00,13.00,260.00,29.92,0.00,FEW
LAX,2026-05-12 02:53,59.00,57.00,10.00,250.00,29.92,0.00,OVC
LAX,2026-05-12 03:53,58.00,57.00,9.00,250.00,29.94,0.00,VV 
LAX,2026-05-12 04:53,58.00,57.00,9.00,270.00,29.95,0.00,VV 
LAX,2026-05-12 05:53,58.00,57.00,9.00,270.00,29.95,0.00,VV 
LAX,2026-05-12 06:53,57.00,56.00,7.00,250.00,29.95,0.00,VV 
LAX,2026-05-12 07:53,58.00,57.00,6.00,240.00,29.96,0.00,VV 
LAX,2026-05-12 08:53,57.00,56.00,4.00,250.00,29.93,0.00,VV 
LAX,2026-05-12 09:53,57.00,56.00,9.00,250.00,29.93,0.00,VV 
LAX,2026-05-12 10:53,57.00,56.00,6.00,240.00,29.95,0.00,OVC
LAX,2026-05-12 11:53,57.00,55.00,0.00,0.00,29.94,0.00,SCT
LAX,2026-05-12 12:53,58.00,55.00,3.00,null,29.94,0.00,FEW
LAX,2026-05-12 13:53,59.00,55.00,3.00,null,29.96,0.00,FEW
LAX,2026-05-12 14:53,60.00,55.00,5.00,230.00,29.97,0.00,FEW
LAX,2026-05-12 15:53,60.00,54.00,4.00,180.00,29.99,0.00,FEW
LAX,2026-05-12 16:53,61.00,54.00,0.00,0.00,30.01,0.00,FEW
LAX,2026-05-12 17:53,63.00,54.00,8.00,240.00,30.03,0.00,FEW
LAX,2026-05-12 18:53,63.00,53.00,6.00,260.00,30.04,0.00,OVC
LAX,2026-05-12 19:53,64.00,54.00,7.00,270.00,30.05,0.00,SCT
LAX,2026-05-12 20:53,65.00,54.00,8.00,250.00,30.04,0.00,SCT
LAX,2026-05-12 21:53,66.00,54.00,9.00,260.00,30.03,0.00,SCT
LAX,2026-05-12 22:53,66.00,55.00,9.00,240.00,30.02,0.00,FEW
LAX,2026-05-12 23:53,65.00,54.00,9.00,260.00,30.01,0.00,FEW
LAX,2026-05-13 00:53,64.00,54.00,10.00,260.00,30.01,0.00,FEW
LAX,2026-05-13 01:53,63.00,54.00,8.00,280.00,30.01,0.00,FEW
LAX,2026-05-13 02:53,62.00,54.00,8.00,250.00,30.03,0.00,FEW
LAX,2026-05-13 03:53,61.00,55.00,7.00,250.00,30.04,0.00,FEW
LAX,2026-05-13 04:53,61.00,54.00,7.00,280.00,30.06,0.00,FEW
LAX,2026-05-13 05:53,61.00,55.00,7.00,250.00,30.06,0.00,FEW
LAX,2026-05-13 06:53,61.00,54.00,7.00,260.00,30.06,0.00,BKN
LAX,2026-05-13 07:53,61.00,54.00,7.00,280.00,30.06,0.00,BKN
LAX,2026-05-13 08:53,61.00,53.00,5.00,280.00,30.06,0.00,BKN
LAX,2026-05-13 09:53,61.00,54.00,8.00,270.00,30.07,0.00,BKN
LAX,2026-05-13 10:53,61.00,53.00,3.00,280.00,30.06,0.00,BKN
LAX,2026-05-13 11:53,61.00,54.00,6.00,250.00,30.06,0.00,FEW
LAX,2026-05-13 12:53,60.00,54.00,5.00,250.00,30.07,0.00,FEW
LAX,2026-05-13 13:53,61.00,54.00,4.00,250.00,30.08,0.00,FEW
LAX,2026-05-13 14:53,63.00,54.00,5.00,250.00,30.09,0.00,FEW
LAX,2026-05-13 15:53,64.00,53.00,8.00,260.00,30.11,0.00,FEW
LAX,2026-05-13 16:53,65.00,52.00,8.00,260.00,30.11,0.00,FEW
LAX,2026-05-13 17:53,66.00,51.00,9.00,250.00,30.12,0.00,SCT
LAX,2026-05-13 18:53,67.00,51.00,8.00,240.00,30.11,0.00,SCT
LAX,2026-05-13 19:53,68.00,52.00,11.00,240.00,30.10,0.00,SCT
LAX,2026-05-13 20:53,68.00,51.00,11.00,240.00,30.08,0.00,FEW
LAX,2026-05-13 21:53,69.00,51.00,14.00,250.00,30.07,0.00,FEW
LAX,2026-05-13 22:53,67.00,50.00,12.00,250.00,30.05,0.00,FEW
LAX,2026-05-13 23:53,67.00,51.00,12.00,240.00,30.04,0.00,FEW
LAX,2026-05-14 00:53,65.00,53.00,13.00,250.00,30.03,0.00,FEW
LAX,2026-05-14 01:53,63.00,53.00,11.00,280.00,30.02,0.00,FEW
LAX,2026-05-14 02:53,61.00,53.00,9.00,270.00,30.02,0.00,FEW
LAX,2026-05-14 03:53,61.00,53.00,7.00,270.00,30.02,0.00,FEW
LAX,2026-05-14 04:53,61.00,53.00,6.00,250.00,30.03,0.00,CLR
LAX,2026-05-14 05:53,61.00,54.00,6.00,240.00,30.02,0.00,FEW
LAX,2026-05-14 06:53,60.00,55.00,4.00,230.00,30.02,0.00,FEW
LAX,2026-05-14 07:53,60.00,56.00,4.00,180.00,30.01,0.00,FEW
LAX,2026-05-14 08:53,60.00,55.00,3.00,170.00,30.01,0.00,FEW
LAX,2026-05-14 09:53,60.00,54.00,3.00,120.00,30.01,0.00,FEW
LAX,2026-05-14 10:53,58.00,53.00,4.00,80.00,30.01,0.00,FEW
LAX,2026-05-14 11:53,58.00,53.00,4.00,110.00,30.01,0.00,FEW
LAX,2026-05-14 12:53,60.00,54.00,4.00,90.00,30.01,0.00,FEW
LAX,2026-05-14 13:53,61.00,54.00,4.00,40.00,30.02,0.00,FEW
LAX,2026-05-14 14:53,62.00,54.00,6.00,50.00,30.03,0.00,FEW
LAX,2026-05-14 15:53,63.00,54.00,3.00,140.00,30.04,0.00,FEW
LAX,2026-05-14 16:53,64.00,54.00,6.00,120.00,30.04,0.00,FEW
LAX,2026-05-14 17:53,65.00,54.00,3.00,200.00,30.04,0.00,FEW
LAX,2026-05-14 18:53,65.00,54.00,9.00,260.00,30.05,0.00,FEW
LAX,2026-05-14 19:53,67.00,53.00,7.00,240.00,30.03,0.00,FEW
LAX,2026-05-14 20:53,68.00,53.00,5.00,null,30.02,0.00,FEW
LAX,2026-05-14 21:53,69.00,53.00,10.00,250.00,30.00,0.00,FEW
LAX,2026-05-14 22:53,69.00,53.00,12.00,260.00,29.98,0.00,FEW
LAX,2026-05-14 23:53,68.00,54.00,13.00,250.00,29.97,0.00,CLR
LAX,2026-05-15 00:53,65.00,56.00,12.00,250.00,29.96,0.00,FEW
LAX,2026-05-15 01:53,64.00,55.00,12.00,270.00,29.97,0.00,FEW
LAX,2026-05-15 02:53,62.00,57.00,10.00,260.00,29.97,0.00,FEW
LAX,2026-05-15 03:53,61.00,56.00,7.00,250.00,29.98,0.00,FEW
LAX,2026-05-15 04:53,61.00,56.00,8.00,260.00,29.99,0.00,CLR
LAX,2026-05-15 05:53,61.00,56.00,6.00,250.00,30.00,0.00,FEW
LAX,2026-05-15 06:53,60.00,55.00,5.00,240.00,30.00,0.00,FEW
LAX,2026-05-15 07:53,60.00,55.00,4.00,240.00,29.99,0.00,FEW
LAX,2026-05-15 08:53,60.00,56.00,6.00,240.00,29.98,0.00,FEW
LAX,2026-05-15 09:53,61.00,56.00,4.00,250.00,29.97,0.00,FEW
LAX,2026-05-15 10:53,61.00,56.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-05-15 11:53,62.00,55.00,3.00,null,29.96,0.00,FEW
LAX,2026-05-15 12:53,62.00,55.00,3.00,110.00,29.96,0.00,FEW
LAX,2026-05-15 13:53,62.00,55.00,4.00,140.00,29.97,0.00,FEW
LAX,2026-05-15 14:53,63.00,54.00,3.00,null,29.98,0.00,FEW
LAX,2026-05-15 15:53,64.00,54.00,5.00,110.00,29.99,0.00,FEW
LAX,2026-05-15 16:53,64.00,54.00,3.00,null,30.00,0.00,FEW
LAX,2026-05-15 17:53,65.00,54.00,5.00,120.00,30.00,0.00,FEW
LAX,2026-05-15 18:53,65.00,56.00,7.00,230.00,30.01,0.00,FEW
LAX,2026-05-15 19:53,66.00,56.00,9.00,280.00,30.00,0.00,FEW
LAX,2026-05-15 20:53,66.00,56.00,9.00,250.00,29.99,0.00,OVC
LAX,2026-05-15 21:53,68.00,56.00,9.00,260.00,29.97,0.00,FEW
LAX,2026-05-15 22:53,67.00,56.00,11.00,260.00,29.95,0.00,FEW
LAX,2026-05-15 23:53,67.00,56.00,11.00,250.00,29.94,0.00,FEW
LAX,2026-05-16 00:53,65.00,57.00,12.00,280.00,29.93,0.00,SCT
LAX,2026-05-16 01:53,64.00,56.00,11.00,250.00,29.93,0.00,SCT
LAX,2026-05-16 02:53,62.00,57.00,9.00,250.00,29.93,0.00,SCT
LAX,2026-05-16 03:53,62.00,57.00,7.00,240.00,29.93,0.00,FEW
LAX,2026-05-16 04:53,61.00,57.00,6.00,250.00,29.95,0.00,FEW
LAX,2026-05-16 05:53,60.00,57.00,7.00,250.00,29.95,0.00,FEW
LAX,2026-05-16 06:53,60.00,56.00,5.00,240.00,29.95,0.00,OVC
LAX,2026-05-16 07:53,61.00,56.00,5.00,250.00,29.94,0.00,FEW
LAX,2026-05-16 08:53,61.00,56.00,4.00,250.00,29.93,0.00,FEW
LAX,2026-05-16 09:53,61.00,56.00,4.00,260.00,29.92,0.00,FEW
LAX,2026-05-16 10:53,61.00,56.00,3.00,250.00,29.91,0.00,OVC
LAX,2026-05-16 11:53,61.00,56.00,5.00,240.00,29.91,0.00,OVC
LAX,2026-05-16 12:53,61.00,56.00,4.00,280.00,29.91,0.00,FEW
LAX,2026-05-16 13:53,62.00,56.00,4.00,240.00,29.92,0.00,BKN
LAX,2026-05-16 14:53,63.00,56.00,6.00,280.00,29.94,0.00,SCT
LAX,2026-05-16 15:53,64.00,56.00,8.00,270.00,29.93,0.00,FEW
LAX,2026-05-16 16:53,66.00,56.00,10.00,250.00,29.93,0.00,FEW
LAX,2026-05-16 17:53,68.00,56.00,12.00,260.00,29.93,0.00,FEW
LAX,2026-05-16 18:53,69.00,55.00,9.00,250.00,29.92,0.00,FEW
LAX,2026-05-16 19:53,68.00,56.00,12.00,250.00,29.91,0.00,FEW
LAX,2026-05-16 20:53,68.00,56.00,12.00,270.00,29.90,0.00,FEW
LAX,2026-05-16 21:53,66.00,56.00,14.00,240.00,29.89,0.00,SCT
LAX,2026-05-16 22:53,67.00,55.00,15.00,260.00,29.86,0.00,FEW
LAX,2026-05-16 23:53,66.00,53.00,13.00,260.00,29.85,0.00,FEW
LAX,2026-05-17 00:53,65.00,52.00,6.00,240.00,29.84,0.00,FEW
LAX,2026-05-17 01:53,65.00,52.00,5.00,240.00,29.83,0.00,FEW
LAX,2026-05-17 02:53,64.00,52.00,7.00,250.00,29.84,0.00,FEW
LAX,2026-05-17 03:53,63.00,55.00,4.00,220.00,29.85,0.00,FEW
LAX,2026-05-17 04:53,62.00,55.00,3.00,240.00,29.85,0.00,FEW
LAX,2026-05-17 05:53,63.00,53.00,5.00,130.00,29.86,0.00,FEW
LAX,2026-05-17 06:53,62.00,53.00,0.00,0.00,29.85,0.00,CLR
LAX,2026-05-17 07:53,62.00,55.00,4.00,null,29.84,0.00,CLR
LAX,2026-05-17 08:53,60.00,54.00,5.00,80.00,29.83,0.00,CLR
LAX,2026-05-17 09:53,60.00,54.00,5.00,80.00,29.82,0.00,CLR
LAX,2026-05-17 10:53,60.00,54.00,5.00,60.00,29.81,0.00,SCT
LAX,2026-05-17 11:53,59.00,53.00,3.00,70.00,29.80,0.00,CLR
LAX,2026-05-17 12:53,59.00,54.00,0.00,0.00,29.79,0.00,FEW
LAX,2026-05-17 13:53,62.00,55.00,4.00,110.00,29.80,0.00,FEW
LAX,2026-05-17 14:53,63.00,55.00,4.00,160.00,29.81,0.00,FEW
LAX,2026-05-17 15:53,65.00,55.00,6.00,170.00,29.80,0.00,SCT
LAX,2026-05-17 16:53,65.00,54.00,7.00,270.00,29.81,0.00,FEW
LAX,2026-05-17 17:53,66.00,53.00,11.00,250.00,29.82,0.00,BKN
LAX,2026-05-17 18:53,69.00,54.00,8.00,190.00,29.80,0.00,FEW
LAX,2026-05-17 19:53,69.00,55.00,13.00,220.00,29.79,0.00,SCT
LAX,2026-05-17 20:53,69.00,54.00,12.00,250.00,29.78,0.00,FEW
LAX,2026-05-17 21:53,69.00,55.00,13.00,260.00,29.77,0.00,FEW
LAX,2026-05-17 22:53,67.00,56.00,10.00,260.00,29.74,0.00,FEW
LAX,2026-05-17 23:53,67.00,55.00,12.00,270.00,29.74,0.00,FEW
LAX,2026-05-18 00:53,65.00,55.00,11.00,260.00,29.73,0.00,FEW
LAX,2026-05-18 01:53,63.00,55.00,10.00,270.00,29.74,0.00,SCT
LAX,2026-05-18 02:53,61.00,55.00,7.00,270.00,29.74,0.00,FEW
LAX,2026-05-18 03:53,61.00,55.00,0.00,0.00,29.76,0.00,FEW
LAX,2026-05-18 04:20,null,null,5.00,200.00,29.77,null,BKN
LAX,2026-05-18 04:20,62.00,54.00,5.00,null,29.77,0.00,BKN
LAX,2026-05-18 06:53,62.00,53.00,4.00,null,29.80,0.00,FEW
LAX,2026-05-18 07:53,62.00,54.00,5.00,110.00,29.81,0.00,BKN
LAX,2026-05-18 08:53,60.00,54.00,5.00,80.00,29.81,0.00,SCT
LAX,2026-05-18 09:53,60.00,54.00,4.00,80.00,29.80,0.00,SCT
LAX,2026-05-18 10:53,59.00,53.00,4.00,90.00,29.82,0.00,FEW
LAX,2026-05-18 11:53,61.00,54.00,4.00,60.00,29.83,0.00,BKN
LAX,2026-05-18 12:53,61.00,54.00,4.00,30.00,29.84,0.00,BKN
LAX,2026-05-18 13:53,62.00,54.00,3.00,70.00,29.86,0.00,BKN
LAX,2026-05-18 14:53,63.00,54.00,3.00,110.00,29.87,0.00,SCT
LAX,2026-05-18 15:53,65.00,54.00,5.00,140.00,29.88,0.00,SCT
LAX,2026-05-18 16:53,66.00,53.00,4.00,null,29.89,0.00,SCT
LAX,2026-05-18 17:53,69.00,54.00,7.00,250.00,29.89,0.00,FEW
LAX,2026-05-18 18:53,71.00,54.00,9.00,250.00,29.90,0.00,FEW
LAX,2026-05-18 19:53,70.00,54.00,12.00,240.00,29.90,0.00,CLR
LAX,2026-05-18 20:53,71.00,54.00,13.00,250.00,29.89,0.00,CLR
LAX,2026-05-18 21:53,69.00,55.00,14.00,270.00,29.89,0.00,FEW
LAX,2026-05-18 22:53,69.00,56.00,14.00,260.00,29.87,0.00,FEW
LAX,2026-05-18 23:53,69.00,58.00,14.00,260.00,29.87,0.00,FEW
LAX,2026-05-19 00:53,68.00,55.00,13.00,240.00,29.87,0.00,FEW
LAX,2026-05-19 01:53,66.00,55.00,11.00,220.00,29.88,0.00,CLR
LAX,2026-05-19 02:53,64.00,54.00,7.00,240.00,29.90,0.00,CLR
LAX,2026-05-19 03:53,63.00,57.00,6.00,180.00,29.93,0.00,CLR
LAX,2026-05-19 04:53,63.00,57.00,3.00,220.00,29.94,0.00,CLR
LAX,2026-05-19 05:53,63.00,54.00,0.00,0.00,29.95,0.00,FEW
LAX,2026-05-19 06:53,63.00,55.00,3.00,250.00,29.95,0.00,FEW
LAX,2026-05-19 07:53,63.00,57.00,4.00,330.00,29.95,0.00,FEW
LAX,2026-05-19 08:53,62.00,57.00,3.00,null,29.94,0.00,FEW
LAX,2026-05-19 09:53,60.00,56.00,3.00,50.00,29.94,0.00,FEW
LAX,2026-05-19 10:53,61.00,56.00,4.00,40.00,29.94,0.00,FEW
LAX,2026-05-19 11:53,60.00,55.00,4.00,20.00,29.93,0.00,FEW
LAX,2026-05-19 12:53,58.00,54.00,4.00,90.00,29.93,0.00,FEW
LAX,2026-05-19 13:53,61.00,56.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-05-19 14:53,64.00,57.00,0.00,0.00,29.97,0.00,FEW
LAX,2026-05-19 15:53,68.00,54.00,0.00,0.00,29.98,0.00,FEW
LAX,2026-05-19 16:53,74.00,54.00,8.00,270.00,29.98,0.00,FEW
LAX,2026-05-19 17:53,72.00,55.00,10.00,260.00,29.98,0.00,FEW
LAX,2026-05-19 18:53,72.00,54.00,9.00,260.00,29.98,0.00,FEW
LAX,2026-05-19 19:53,72.00,55.00,12.00,250.00,29.96,0.00,FEW
LAX,2026-05-19 20:53,71.00,59.00,14.00,250.00,29.95,0.00,FEW
LAX,2026-05-19 21:53,71.00,58.00,16.00,260.00,29.94,0.00,FEW
LAX,2026-05-19 22:53,71.00,55.00,15.00,260.00,29.92,0.00,FEW
LAX,2026-05-19 23:53,71.00,54.00,13.00,250.00,29.90,0.00,FEW
LAX,2026-05-20 00:53,70.00,55.00,10.00,250.00,29.90,0.00,FEW
LAX,2026-05-20 01:53,71.00,52.00,9.00,240.00,29.89,0.00,FEW
LAX,2026-05-20 02:53,71.00,49.00,13.00,250.00,29.90,0.00,FEW
LAX,2026-05-20 03:53,71.00,49.00,4.00,300.00,29.91,0.00,CLR
LAX,2026-05-20 04:53,69.00,51.00,7.00,270.00,29.92,0.00,CLR
LAX,2026-05-20 05:53,71.00,43.00,5.00,320.00,29.92,0.00,FEW
LAX,2026-05-20 06:53,72.00,39.00,4.00,310.00,29.91,0.00,FEW
LAX,2026-05-20 07:53,66.00,46.00,5.00,120.00,29.91,0.00,FEW
LAX,2026-05-20 08:53,63.00,49.00,4.00,70.00,29.92,0.00,CLR
LAX,2026-05-20 09:53,65.00,46.00,7.00,70.00,29.91,0.00,CLR
LAX,2026-05-20 10:53,62.00,44.00,5.00,80.00,29.91,0.00,CLR
LAX,2026-05-20 11:53,62.00,44.00,5.00,100.00,29.91,0.00,CLR
LAX,2026-05-20 12:53,62.00,49.00,4.00,70.00,29.91,0.00,FEW
LAX,2026-05-20 13:53,64.00,55.00,7.00,90.00,29.92,0.00,FEW
LAX,2026-05-20 14:53,67.00,58.00,4.00,120.00,29.93,0.00,FEW
LAX,2026-05-20 15:53,71.00,55.00,4.00,130.00,29.92,0.00,FEW
LAX,2026-05-20 16:53,76.00,51.00,0.00,0.00,29.91,0.00,CLR
LAX,2026-05-20 17:53,75.00,59.00,9.00,260.00,29.91,0.00,CLR
LAX,2026-05-20 18:53,74.00,58.00,11.00,270.00,29.91,0.00,CLR
LAX,2026-05-20 19:53,74.00,57.00,12.00,240.00,29.90,0.00,CLR
LAX,2026-05-20 20:53,75.00,56.00,11.00,230.00,29.88,0.00,FEW
LAX,2026-05-20 21:53,75.00,54.00,12.00,260.00,29.86,0.00,FEW
LAX,2026-05-20 22:53,75.00,52.00,12.00,250.00,29.84,0.00,FEW
LAX,2026-05-20 23:53,73.00,56.00,12.00,240.00,29.83,0.00,FEW
LAX,2026-05-21 00:53,73.00,55.00,13.00,240.00,29.82,0.00,FEW
LAX,2026-05-21 01:53,69.00,55.00,10.00,260.00,29.82,0.00,FEW
LAX,2026-05-21 02:53,67.00,54.00,7.00,250.00,29.82,0.00,FEW
LAX,2026-05-21 03:53,68.00,52.00,5.00,230.00,29.82,0.00,FEW
LAX,2026-05-21 04:53,68.00,51.00,7.00,240.00,29.84,0.00,FEW
LAX,2026-05-21 05:53,65.00,58.00,4.00,190.00,29.85,0.00,FEW
LAX,2026-05-21 06:53,63.00,58.00,4.00,150.00,29.87,0.00,FEW
LAX,2026-05-21 07:53,62.00,57.00,3.00,null,29.87,0.00,FEW
LAX,2026-05-21 08:53,62.00,56.00,3.00,280.00,29.87,0.00,FEW
LAX,2026-05-21 09:53,62.00,56.00,0.00,0.00,29.86,0.00,FEW
LAX,2026-05-21 10:53,61.00,56.00,4.00,360.00,29.87,0.00,FEW
LAX,2026-05-21 11:53,61.00,56.00,0.00,0.00,29.86,0.00,FEW
LAX,2026-05-21 12:53,62.00,56.00,3.00,70.00,29.87,0.00,FEW
LAX,2026-05-21 13:53,63.00,60.00,5.00,70.00,29.88,0.00,SCT
LAX,2026-05-21 14:53,66.00,60.00,5.00,120.00,29.89,0.00,FEW
LAX,2026-05-21 15:53,68.00,59.00,5.00,140.00,29.90,0.00,FEW
LAX,2026-05-21 16:53,72.00,58.00,4.00,240.00,29.90,0.00,FEW
LAX,2026-05-21 17:53,70.00,60.00,12.00,260.00,29.90,0.00,FEW
LAX,2026-05-21 18:53,71.00,59.00,11.00,250.00,29.90,0.00,FEW
LAX,2026-05-21 19:53,69.00,59.00,11.00,260.00,29.89,0.00,FEW
LAX,2026-05-21 20:53,68.00,58.00,11.00,260.00,29.89,0.00,SCT
LAX,2026-05-21 21:53,67.00,57.00,9.00,270.00,29.87,0.00,FEW
LAX,2026-05-21 22:53,67.00,56.00,10.00,240.00,29.85,0.00,FEW
LAX,2026-05-21 23:53,66.00,56.00,11.00,240.00,29.83,0.00,FEW
LAX,2026-05-22 00:53,65.00,57.00,11.00,240.00,29.83,0.00,FEW
LAX,2026-05-22 01:53,62.00,57.00,10.00,250.00,29.84,0.00,BKN
LAX,2026-05-22 02:53,61.00,57.00,9.00,260.00,29.84,0.00,BKN
LAX,2026-05-22 03:53,61.00,56.00,6.00,260.00,29.84,0.00,BKN
LAX,2026-05-22 04:53,60.00,56.00,5.00,null,29.86,0.00,OVC
LAX,2026-05-22 05:53,60.00,55.00,3.00,170.00,29.86,0.00,BKN
LAX,2026-05-22 06:53,60.00,55.00,5.00,210.00,29.86,0.00,SCT
LAX,2026-05-22 07:53,60.00,55.00,4.00,260.00,29.86,0.00,BKN
LAX,2026-05-22 08:53,61.00,56.00,0.00,0.00,29.86,0.00,BKN
LAX,2026-05-22 09:53,61.00,55.00,4.00,110.00,29.85,0.00,FEW
LAX,2026-05-22 10:53,62.00,55.00,0.00,0.00,29.84,0.00,FEW
LAX,2026-05-22 11:53,62.00,54.00,0.00,0.00,29.84,0.00,FEW
LAX,2026-05-22 12:53,62.00,54.00,4.00,120.00,29.84,0.00,FEW
LAX,2026-05-22 13:53,62.00,54.00,0.00,0.00,29.85,0.00,FEW
LAX,2026-05-22 14:53,64.00,54.00,4.00,90.00,29.86,0.00,FEW
LAX,2026-05-22 15:53,64.00,55.00,6.00,250.00,29.87,0.00,FEW
LAX,2026-05-22 16:53,64.00,56.00,9.00,260.00,29.88,0.00,FEW
LAX,2026-05-22 17:53,64.00,55.00,6.00,260.00,29.88,0.00,FEW
LAX,2026-05-22 18:53,66.00,55.00,9.00,270.00,29.88,0.00,FEW
LAX,2026-05-22 19:53,66.00,55.00,11.00,260.00,29.88,0.00,SCT
LAX,2026-05-22 20:53,67.00,54.00,9.00,240.00,29.87,0.00,FEW
LAX,2026-05-22 21:53,67.00,54.00,11.00,240.00,29.87,0.00,FEW
LAX,2026-05-22 22:53,67.00,53.00,9.00,240.00,29.86,0.00,FEW
LAX,2026-05-22 23:53,65.00,54.00,10.00,260.00,29.85,0.00,FEW
LAX,2026-05-23 00:53,64.00,54.00,10.00,250.00,29.85,0.00,SCT
LAX,2026-05-23 01:53,62.00,54.00,9.00,250.00,29.86,0.00,FEW
LAX,2026-05-23 02:53,61.00,54.00,9.00,240.00,29.87,0.00,FEW
LAX,2026-05-23 03:53,60.00,54.00,7.00,260.00,29.89,0.00,SCT
LAX,2026-05-23 04:53,60.00,54.00,6.00,240.00,29.91,0.00,BKN
LAX,2026-05-23 05:53,60.00,54.00,3.00,240.00,29.92,0.00,SCT
LAX,2026-05-23 06:53,61.00,54.00,0.00,0.00,29.92,0.00,BKN
LAX,2026-05-23 07:53,61.00,54.00,4.00,120.00,29.92,0.00,OVC
LAX,2026-05-23 08:53,62.00,54.00,4.00,80.00,29.91,0.00,OVC
LAX,2026-05-23 09:53,62.00,54.00,4.00,100.00,29.91,0.00,OVC
LAX,2026-05-23 10:53,62.00,54.00,0.00,0.00,29.91,0.00,OVC
LAX,2026-05-23 11:53,62.00,54.00,5.00,190.00,29.91,0.00,OVC
LAX,2026-05-23 12:53,62.00,54.00,3.00,null,29.91,0.00,OVC
LAX,2026-05-23 13:53,62.00,53.00,3.00,null,29.93,0.00,OVC
LAX,2026-05-23 14:53,63.00,54.00,5.00,210.00,29.96,0.00,OVC
LAX,2026-05-23 15:53,63.00,54.00,4.00,180.00,29.98,0.00,OVC
LAX,2026-05-23 16:53,64.00,54.00,4.00,null,29.98,0.00,OVC
LAX,2026-05-23 17:53,65.00,55.00,5.00,220.00,29.99,0.00,OVC
LAX,2026-05-23 18:53,67.00,56.00,8.00,220.00,29.99,0.00,OVC
LAX,2026-05-23 19:53,67.00,55.00,11.00,260.00,29.98,0.00,BKN
LAX,2026-05-23 20:53,68.00,56.00,12.00,260.00,29.97,0.00,SCT
LAX,2026-05-23 21:53,67.00,56.00,12.00,250.00,29.96,0.00,SCT
LAX,2026-05-23 22:53,66.00,57.00,14.00,250.00,29.95,0.00,BKN
LAX,2026-05-23 23:53,65.00,56.00,14.00,270.00,29.95,0.00,BKN
LAX,2026-05-24 00:53,64.00,56.00,12.00,250.00,29.96,0.00,BKN
LAX,2026-05-24 01:53,62.00,56.00,13.00,260.00,29.97,0.00,BKN
LAX,2026-05-24 02:53,61.00,56.00,10.00,250.00,29.97,0.00,SCT
LAX,2026-05-24 03:53,61.00,55.00,11.00,250.00,29.99,0.00,SCT
LAX,2026-05-24 04:53,61.00,55.00,8.00,250.00,30.02,0.00,SCT
LAX,2026-05-24 05:53,61.00,55.00,8.00,240.00,30.02,0.00,FEW
LAX,2026-05-24 06:53,61.00,55.00,7.00,250.00,30.02,0.00,FEW
LAX,2026-05-24 07:53,61.00,54.00,7.00,260.00,30.02,0.00,FEW
LAX,2026-05-24 08:53,61.00,53.00,6.00,270.00,30.01,0.00,FEW
LAX,2026-05-24 09:53,61.00,54.00,6.00,270.00,29.99,0.00,FEW
LAX,2026-05-24 10:53,60.00,54.00,4.00,240.00,29.99,0.00,FEW
LAX,2026-05-24 11:53,60.00,53.00,7.00,260.00,29.99,0.00,FEW
LAX,2026-05-24 12:53,60.00,52.00,7.00,270.00,30.00,0.00,FEW
LAX,2026-05-24 13:53,60.00,53.00,7.00,260.00,30.01,0.00,FEW
LAX,2026-05-24 14:53,61.00,53.00,7.00,260.00,30.03,0.00,FEW
LAX,2026-05-24 15:53,61.00,53.00,4.00,230.00,30.04,0.00,BKN
LAX,2026-05-24 16:53,62.00,54.00,4.00,240.00,30.04,0.00,BKN
LAX,2026-05-24 17:53,64.00,54.00,3.00,null,30.04,0.00,SCT
LAX,2026-05-24 18:53,64.00,54.00,9.00,250.00,30.04,0.00,SCT
LAX,2026-05-24 19:53,65.00,53.00,11.00,240.00,30.03,0.00,BKN
LAX,2026-05-24 20:53,67.00,53.00,13.00,270.00,30.01,0.00,FEW
LAX,2026-05-24 21:53,67.00,52.00,11.00,270.00,30.00,0.00,FEW
LAX,2026-05-24 22:53,66.00,53.00,16.00,270.00,29.98,0.00,FEW
LAX,2026-05-24 23:53,68.00,52.00,17.00,270.00,29.97,0.00,FEW
LAX,2026-05-25 00:53,65.00,52.00,16.00,260.00,29.95,0.00,FEW
LAX,2026-05-25 01:53,63.00,52.00,14.00,250.00,29.95,0.00,FEW
LAX,2026-05-25 02:53,62.00,54.00,13.00,250.00,29.95,0.00,FEW
LAX,2026-05-25 03:53,62.00,52.00,10.00,250.00,29.96,0.00,CLR
LAX,2026-05-25 04:53,61.00,52.00,13.00,240.00,29.97,0.00,CLR
LAX,2026-05-25 05:53,61.00,52.00,14.00,250.00,29.98,0.00,CLR
LAX,2026-05-25 06:53,61.00,52.00,10.00,250.00,29.98,0.00,CLR
LAX,2026-05-25 07:53,61.00,53.00,13.00,260.00,29.98,0.00,CLR
LAX,2026-05-25 08:53,61.00,53.00,7.00,280.00,29.97,0.00,FEW
LAX,2026-05-25 09:53,60.00,52.00,4.00,320.00,29.97,0.00,FEW
LAX,2026-05-25 10:53,59.00,53.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-05-25 11:53,58.00,52.00,3.00,10.00,29.96,0.00,FEW
LAX,2026-05-25 12:53,58.00,52.00,3.00,360.00,29.97,0.00,FEW
LAX,2026-05-25 13:53,59.00,52.00,3.00,40.00,29.98,0.00,FEW
